longitude,latitude
87.90719604,21.93595314
87.88353729,21.94108582
87.88362122,21.94116783
87.88334656,21.94123459
87.8821106,21.94150734
87.86489105,21.94794655
87.85923004,21.95047951
88.02789307,22.19581604
88.0334549,22.19641113
88.05664063,22.19707489
88.09389496,22.15113258
88.09444427,22.15162849
88.11917877,22.18698883
87.87273407,22.31112671
87.86460876,22.31487274
87.8642807,22.31513023
87.89163971,22.1363678
88.43758392,22.6519413
87.84320068,22.31934166
87.86618042,22.13343239
87.85320282,22.13188362
87.81733704,22.32407379
87.81547546,22.3227787
87.97509003,22.00152588
87.91609955,22.18258476
0,0
87.92238617,22.19522285
88.42464447,22.63993835
88.4246521,22.63995171
88.45872498,22.58781052
88.48512268,22.57877922
88.48907471,22.58398628
88.48860168,22.5839653
88.48884583,22.58372307
87.7516098,22.09663582
87.8922348,22.26898193
88.4879303,22.57605743
88.48792267,22.57607269
87.89212036,22.26904297
88.48730469,22.57596779
87.89215851,22.2692337
88.44759369,22.60785294
87.78186035,22.24838829
88.43770599,22.65228271
87.8042984,21.80240631
88.04328918,22.14557838
87.83305359,21.79125404
88.50722504,22.62481117
88.50723267,22.62481499
88.4786911,22.63256645
88.47859955,22.63259315
87.90254974,22.20943642
88.45596313,22.62241364
88.44792175,22.63012695
88.44245911,22.62504005
88.42137909,22.63011551
87.92482758,22.20942116
87.92510986,22.21469307
88.42658997,22.6400032
88.54420471,22.56001663
88.5676651,22.58231735
88.56774902,22.58226204
88.56771851,22.58223915
87.70407867,21.76985931
88.56770325,22.58229828
87.67878723,21.76416016
87.67847443,21.76409721
87.6783371,21.76413345
87.78977203,21.74173737
88.48509216,22.57879448
87.73396301,21.77583694
88.4850769,22.57887459
87.73313141,21.77554321
87.73423004,21.77693939
87.73414612,21.77690125
87.81570435,22.00713921
87.81443787,22.00247955
87.81473541,22.00268936
87.80394745,21.96909332
87.80299377,21.96985435
88.4909668,22.60969734
88.08326721,22.1356926
88.42462158,22.63974762
88.42565918,22.6396637
88.42404175,22.64750099
87.99868774,21.96461105
88.42459869,22.63982201
88.42006683,22.64237785
88.41435242,22.63738823
88.4193573,22.62800407
88.42462921,22.6397438
88.42462921,22.6397419
88.42460632,22.63974571
88.42462158,22.63973999
88.42462158,22.63973999
87.87271881,22.11192703
87.85797119,22.09239197
87.98430634,22.00312042
87.97896576,22.00300407
88.50723267,22.62481689
87.9071579,21.93604279
87.83666992,21.95576859
87.83640289,21.95576859
88.43474579,22.6071949
88.42556763,22.63967133
88.42463684,22.63992691
88.42462921,22.63991356
88.42469788,22.6302681
87.73451233,21.84692764
87.69946289,21.85149574
87.78639221,21.91466522
87.75541687,21.85651588
87.97110748,21.9812088
88.41230774,22.63670349
88.41165161,22.63681412
88.74452972,22.85688019
88.74394989,22.85684586
88.74398041,22.85581589
88.73851776,22.82203293
88.63142395,22.84679985
88.63220215,22.84165382
88.51104736,22.74946404
88.50718689,22.62478828
88.41877747,22.62884712
88.53049469,22.54244614
87.77198029,21.78137589
87.78895569,21.78168488
87.77275848,21.78171349
87.63883209,22.08211899
87.6411438,22.08150291
87.65486908,22.08206177
87.7181015,22.07905388
87.81816864,22.0145855
87.81471252,22.00268173
87.59918213,22.0577755
87.60363007,22.06071472
87.60363007,22.06071472
87.60526276,22.06810951
88.54997253,22.64841461
88.5499649,22.64840889
88.54997253,22.64840317
88.54994965,22.64840126
88.54994202,22.64840698
88.54993439,22.64841652
88.4307785,22.64145088
88.42837524,22.6394043
88.41168976,22.63649178
87.6052475,22.06810951
87.82120514,21.96353149
88.48842621,22.69407654
88.53859711,22.65695953
88.53859711,22.65696144
88.54998016,22.64841652
88.54994202,22.64840317
88.46974945,22.69145393
88.47108459,22.69453049
88.47090912,22.69449425
88.44437408,22.6666317
88.43077087,22.64173508
88.57676697,22.70189095
87.80393982,21.96908569
88.3956604,22.62077141
88.41606903,22.63604546
88.53253174,22.70999908
88.42126465,22.63010406
88.4529953,22.62517357
87.8130722,21.80462837
87.83409882,21.81223869
87.85483551,21.82557487
87.70168304,21.7693615
87.64214325,21.76509285
